temperature,humidity,wind_speed,latitude,latitude,longitude,longitude
22.99,26,2.06,28.4554,34.0522,-111.8405,-118.2437
20.2,40,1.79,49.3635,40.7128,0.2835,-74.006
19.66,40,4.12,38.5459,41.8781,-92.064,-87.6298
20.2,40,1.79,38.7256,40.7128,32.0212,-74.006
20.2,40,1.79,53.3532,40.7128,-2.282,-74.006
19.66,40,4.12,54.8073,41.8781,-112.1389,-87.6298
19.66,40,4.12,44.0568,41.8781,-100.9969,-87.6298
22.99,26,2.06,35.0233,34.0522,-106.6294,-118.2437
20.2,40,1.79,31.7674,40.7128,-81.2689,-74.006
20.2,40,1.79,48.4887,40.7128,21.8327,-74.006
20.2,40,1.79,53.7963,40.7128,-2.0615,-74.006
22.99,26,2.06,34.6934,34.0522,-119.2795,-118.2437
19.66,40,4.12,35.7832,41.8781,-84.0312,-87.6298
20.2,40,1.79,51.9525,40.7128,4.4382,-74.006
20.2,40,1.79,43.6604,40.7128,7.2081,-74.006
19.66,40,4.12,42.9189,41.8781,-89.0636,-87.6298
20.2,40,1.79,48.1108,40.7128,16.5797,-74.006
22.99,26,2.06,34.9015,34.0522,-107.9459,-118.2437
19.66,40,4.12,55.3095,41.8781,-105.163,-87.6298
19.66,40,4.12,38.5634,41.8781,-82.1922,-87.6298
19.66,40,4.12,30.1852,41.8781,-97.6597,-87.6298
20.2,40,1.79,38.9443,40.7128,-77.4513,-74.006
20.2,40,1.79,25.6294,40.7128,-80.1958,-74.006
19.66,40,4.12,37.4192,41.8781,-85.3938,-87.6298
22.99,26,2.06,28.2815,34.0522,-110.6147,-118.2437
22.99,26,2.06,61.1874,34.0522,-149.9673,-118.2437
20.2,40,1.79,29.7132,40.7128,-81.5706,-74.006
20.2,40,1.79,44.9086,40.7128,20.1017,-74.006
22.99,26,2.06,22.3012,34.0522,113.926,-118.2437
22.99,26,2.06,60.679,34.0522,-148.1583,-118.2437
19.66,40,4.12,41.358,41.8781,-99.0046,-87.6298
20.2,40,1.79,36.6795,40.7128,-5.7996,-74.006
20.2,40,1.79,52.9395,40.7128,6.3435,-74.006
20.2,40,1.79,49.6832,40.7128,9.7326,-74.006
20.2,40,1.79,34.2339,40.7128,-78.0751,-74.006
20.2,40,1.79,49.5888,40.7128,7.968,-74.006
20.2,40,1.79,37.4182,40.7128,-5.8528,-74.006
20.2,40,1.79,52.9005,40.7128,21.3376,-74.006
22.99,26,2.06,33.1478,34.0522,-111.6572,-118.2437
22.99,26,2.06,39.1479,34.0522,-119.822,-118.2437
19.66,40,4.12,40.5733,41.8781,-91.3441,-87.6298
20.2,40,1.79,28.53,40.7128,-80.943,-74.006
20.2,40,1.79,42.0664,40.7128,-72.0222,-74.006
20.2,40,1.79,39.3595,40.7128,23.2252,-74.006
20.2,40,1.79,46.9341,40.7128,-70.7045,-74.006
20.2,40,1.79,35.8864,40.7128,-78.8176,-74.006
20.2,40,1.79,47.4618,40.7128,8.5528,-74.006
19.66,40,4.12,35.9585,41.8781,-97.1512,-87.6298
20.2,40,1.79,44.7654,40.7128,2.6077,-74.006
20.2,40,1.79,28.7596,40.7128,-81.5313,-74.006
22.99,26,2.06,39.9138,34.0522,-104.5455,-118.2437
20.2,40,1.79,28.2764,40.7128,-80.126,-74.006
22.99,26,2.06,38.5715,34.0522,-122.3916,-118.2437
20.2,40,1.79,52.0897,40.7128,4.9775,-74.006
19.66,40,4.12,41.084,41.8781,-86.653,-87.6298
22.99,26,2.06,46.5913,34.0522,-114.0203,-118.2437
20.2,40,1.79,21.7773,40.7128,-72.3403,-74.006
20.2,40,1.79,26.0771,40.7128,-80.1998,-74.006
19.66,40,4.12,38.1924,41.8781,-86.9104,-87.6298
22.99,26,2.06,35.5534,34.0522,-112.6494,-118.2437
20.2,40,1.79,48.3187,40.7128,12.0958,-74.006
20.2,40,1.79,42.9132,40.7128,23.6089,-74.006
19.66,40,4.12,39.3155,41.8781,-84.8441,-87.6298
19.66,40,4.12,42.2213,41.8781,-88.3478,-87.6298
20.2,40,1.79,38.3461,40.7128,-80.4647,-74.006
19.66,40,4.12,44.0106,41.8781,-105.7064,-87.6298
22.99,26,2.06,31.3412,34.0522,-104.4157,-118.2437
19.66,40,4.12,42.7874,41.8781,-86.1075,-87.6298
20.2,40,1.79,52.0753,40.7128,4.0997,-74.006
20.2,40,1.79,50.8681,40.7128,-8.6371,-74.006
20.2,40,1.79,39.6785,40.7128,-80.1374,-74.006
20.2,40,1.79,50.8831,40.7128,11.7772,-74.006
20.2,40,1.79,38.2068,40.7128,-75.2513,-74.006
20.2,40,1.79,42.3723,40.7128,-71.0246,-74.006
19.66,40,4.12,33.0002,41.8781,-86.0006,-87.6298
20.2,40,1.79,38.9393,40.7128,15.2607,-74.006
22.99,26,2.06,33.4787,34.0522,-110.1694,-118.2437
20.2,40,1.79,51.4895,40.7128,-0.0454,-74.006
20.2,40,1.79,42.0652,40.7128,11.2887,-74.006
20.2,40,1.79,51.3153,40.7128,18.6066,-74.006
19.66,40,4.12,36.2739,41.8781,-88.0192,-87.6298
22.99,26,2.06,22.3867,34.0522,114.76,-118.2437
19.66,40,4.12,35.3602,41.8781,-92.4932,-87.6298
20.2,40,1.79,46.5068,40.7128,18.1053,-74.006
19.66,40,4.12,39.3389,41.8781,-86.5757,-87.6298
22.99,26,2.06,40.2912,34.0522,-121.97,-118.2437
22.99,26,2.06,36.1022,34.0522,-114.4784,-118.2437
19.66,40,4.12,41.2241,41.8781,-84.259,-87.6298
19.66,40,4.12,38.2139,41.8781,-101.1635,-87.6298
19.66,40,4.12,34.4587,41.8781,-83.4338,-87.6298
19.66,40,4.12,42.7858,41.8781,-88.3924,-87.6298
20.2,40,1.79,45.1022,40.7128,-5.1139,-74.006
20.2,40,1.79,40.7997,40.7128,25.5258,-74.006
19.66,40,4.12,33.8242,41.8781,-84.2964,-87.6298
20.2,40,1.79,36.7426,40.7128,-79.5072,-74.006
20.2,40,1.79,45.772,40.7128,11.2362,-74.006
20.2,40,1.79,52.6299,40.7128,9.507,-74.006
19.66,40,4.12,40.5901,41.8781,-94.0969,-87.6298
22.99,26,2.06,37.6772,34.0522,-121.4263,-118.2437
22.99,26,2.06,53.4262,34.0522,-113.1093,-118.2437
20.2,40,1.79,37.8062,40.7128,-8.1679,-74.006
19.66,40,4.12,40.2823,41.8781,-86.527,-87.6298
20.2,40,1.79,42.8924,40.7128,2.9344,-74.006
19.66,40,4.12,41.1073,41.8781,-89.628,-87.6298
22.99,26,2.06,34.0128,34.0522,-118.4532,-118.2437
19.66,40,4.12,46.8271,41.8781,-98.9853,-87.6298
20.2,40,1.79,44.0183,40.7128,15.0387,-74.006
19.66,40,4.12,41.9868,41.8781,-87.893,-87.6298
20.2,40,1.79,40.9113,40.7128,12.4668,-74.006
19.66,40,4.12,31.1626,41.8781,-98.217,-87.6298
19.66,40,4.12,40.5961,41.8781,-83.6592,-87.6298
20.2,40,1.79,35.2147,40.7128,-81.3853,-74.006
20.2,40,1.79,43.0764,40.7128,-79.0984,-74.006
22.99,26,2.06,33.2558,34.0522,-111.8317,-118.2437
20.2,40,1.79,32.8411,40.7128,-80.1649,-74.006
19.66,40,4.12,47.3176,41.8781,-99.4894,-87.6298
22.99,26,2.06,38.1233,34.0522,-121.5084,-118.2437
19.66,40,4.12,29.2292,41.8781,-91.8402,-87.6298
19.66,40,4.12,32.9687,41.8781,-84.1349,-87.6298
22.99,26,2.06,35.5709,34.0522,-107.8903,-118.2437
20.2,40,1.79,38.8561,40.7128,-77.0399,-74.006
20.2,40,1.79,45.9823,40.7128,11.4419,-74.006
20.2,40,1.79,38.7315,40.7128,3.9971,-74.006
22.99,26,2.06,34.7542,34.0522,-114.0107,-118.2437
20.2,40,1.79,39.2177,40.7128,-78.1179,-74.006
20.2,40,1.79,38.0721,40.7128,32.1947,-74.006
20.2,40,1.79,45.3285,40.7128,14.9063,-74.006
20.2,40,1.79,30.0524,40.7128,-81.4726,-74.006
19.66,40,4.12,32.345,41.8781,-98.5524,-87.6298
19.66,40,4.12,44.5211,41.8781,-87.9051,-87.6298
19.66,40,4.12,41.8546,41.8781,-81.0817,-87.6298
20.2,40,1.79,40.8869,40.7128,12.1765,-74.006
20.2,40,1.79,46.4616,40.7128,6.3992,-74.006
19.66,40,4.12,28.9514,41.8781,-82.7257,-87.6298
20.2,40,1.79,40.4367,40.7128,-75.4908,-74.006
22.99,26,2.06,32.9905,34.0522,-111.9747,-118.2437
22.99,26,2.06,10.8815,34.0522,102.2035,-118.2437
19.66,40,4.12,41.3128,41.8781,-86.4602,-87.6298
20.2,40,1.79,37.2747,40.7128,-8.1899,-74.006
19.66,40,4.12,42.9201,41.8781,-83.5563,-87.6298
20.2,40,1.79,37.8976,40.7128,24.7207,-74.006
20.2,40,1.79,40.2944,40.7128,5.1889,-74.006
19.66,40,4.12,36.2529,41.8781,-94.0873,-87.6298
20.2,40,1.79,47.0987,40.7128,0.3991,-74.006
22.99,26,2.06,33.465,34.0522,-111.7244,-118.2437
22.99,26,2.06,39.6707,34.0522,-104.9415,-118.2437
20.2,40,1.79,38.4236,40.7128,-75.3767,-74.006
20.2,40,1.79,34.8016,40.7128,-78.5081,-74.006
20.2,40,1.79,37.7688,40.7128,23.71,-74.006
19.66,40,4.12,44.6615,41.8781,-93.6871,-87.6298
22.99,26,2.06,43.7105,34.0522,-115.225,-118.2437
20.2,40,1.79,37.8471,40.7128,-80.0773,-74.006
20.2,40,1.79,40.4509,40.7128,-80.1687,-74.006
20.2,40,1.79,43.8142,40.7128,-69.5125,-74.006
19.66,40,4.12,42.9568,41.8781,-88.3978,-87.6298
20.2,40,1.79,49.6076,40.7128,9.7923,-74.006
20.2,40,1.79,45.3582,40.7128,22.381,-74.006
20.2,40,1.79,42.229,40.7128,-1.8101,-74.006
20.2,40,1.79,49.822,40.7128,7.5739,-74.006
20.2,40,1.79,42.0218,40.7128,-75.3184,-74.006
20.2,40,1.79,44.3365,40.7128,-79.3789,-74.006
19.66,40,4.12,32.6334,41.8781,-96.5766,-87.6298
20.2,40,1.79,48.08,40.7128,11.0804,-74.006
22.99,26,2.06,38.5676,34.0522,-118.1569,-118.2437
20.2,40,1.79,46.7152,40.7128,6.2106,-74.006
22.99,26,2.06,51.1312,34.0522,-114.0134,-118.2437
19.66,40,4.12,38.4235,41.8781,-101.2762,-87.6298
20.2,40,1.79,54.3879,40.7128,23.3232,-74.006
20.2,40,1.79,45.6416,40.7128,4.8966,-74.006
20.2,40,1.79,40.8965,40.7128,0.5021,-74.006
20.2,40,1.79,40.1646,40.7128,-2.052,-74.006
20.2,40,1.79,40.8194,40.7128,-72.6594,-74.006
19.66,40,4.12,33.2103,41.8781,-96.6293,-87.6298
20.2,40,1.79,51.9723,40.7128,7.0697,-74.006
22.99,26,2.06,47.9214,34.0522,-111.8537,-118.2437
20.2,40,1.79,39.7178,40.7128,3.0814,-74.006
20.2,40,1.79,30.2467,40.7128,-81.3812,-74.006
20.2,40,1.79,40.7084,40.7128,-79.9529,-74.006
22.99,26,2.06,38.5508,34.0522,-121.0043,-118.2437
22.99,26,2.06,37.8505,34.0522,-104.0273,-118.2437
19.66,40,4.12,42.4587,41.8781,-89.2883,-87.6298
22.99,26,2.06,34.4475,34.0522,138.8008,-118.2437
20.2,40,1.79,65.6271,40.7128,-24.8606,-74.006
19.66,40,4.12,39.9093,41.8781,-84.876,-87.6298
20.2,40,1.79,47.0156,40.7128,15.4764,-74.006
22.99,26,2.06,36.1742,34.0522,-114.5963,-118.2437
20.2,40,1.79,44.0228,40.7128,6.927,-74.006
20.2,40,1.79,49.3614,40.7128,2.2837,-74.006
20.2,40,1.79,48.9027,40.7128,3.3803,-74.006
20.2,40,1.79,42.7578,40.7128,23.0018,-74.006
22.99,26,2.06,33.7948,34.0522,-111.7214,-118.2437
20.2,40,1.79,27.3728,40.7128,-82.0842,-74.006
20.2,40,1.79,43.8708,40.7128,9.0216,-74.006
19.66,40,4.12,37.4027,41.8781,-85.0207,-87.6298
20.2,40,1.79,56.9836,40.7128,20.4807,-74.006
22.99,26,2.06,31.5019,34.0522,-103.811,-118.2437
20.2,40,1.79,27.8261,40.7128,-81.8222,-74.006
19.66,40,4.12,41.9883,41.8781,-87.7597,-87.6298
20.2,40,1.79,37.4523,40.7128,-80.2628,-74.006
20.2,40,1.79,26.6883,40.7128,-82.4277,-74.006
19.66,40,4.12,41.2334,41.8781,-85.5641,-87.6298
19.66,40,4.12,45.2417,41.8781,-86.6261,-87.6298
22.99,26,2.06,42.0315,34.0522,-112.3907,-118.2437
20.2,40,1.79,39.9865,40.7128,-74.8052,-74.006
20.2,40,1.79,44.2143,40.7128,-78.3484,-74.006
20.2,40,1.79,51.0758,40.7128,8.1948,-74.006
20.2,40,1.79,21.4249,40.7128,-71.5025,-74.006
22.99,26,2.06,34.7157,34.0522,-108.0457,-118.2437
19.66,40,4.12,41.3764,41.8781,-87.8677,-87.6298
19.66,40,4.12,36.2009,41.8781,-100.5854,-87.6298
19.66,40,4.12,33.6721,41.8781,-83.8317,-87.6298
20.2,40,1.79,49.5035,40.7128,-5.05,-74.006
19.66,40,4.12,41.4755,41.8781,-87.9973,-87.6298
22.99,26,2.06,39.8773,34.0522,-104.6015,-118.2437
22.99,26,2.06,28.5458,34.0522,-110.9116,-118.2437
22.99,26,2.06,41.1329,34.0522,-110.8437,-118.2437
20.2,40,1.79,34.1757,40.7128,-78.7956,-74.006
20.2,40,1.79,43.0379,40.7128,21.6479,-74.006
20.2,40,1.79,44.6247,40.7128,-79.4977,-74.006
22.99,26,2.06,20.1799,34.0522,-98.5798,-118.2437
20.2,40,1.79,51.2814,40.7128,6.7605,-74.006
20.2,40,1.79,47.8989,40.7128,11.3356,-74.006
19.66,40,4.12,27.6364,41.8781,-85.9932,-87.6298
20.2,40,1.79,26.4219,40.7128,-79.9045,-74.006
19.66,40,4.12,39.0824,41.8781,-86.4267,-87.6298
19.66,40,4.12,40.3808,41.8781,-81.6672,-87.6298
20.2,40,1.79,30.7458,40.7128,-81.4485,-74.006
20.2,40,1.79,25.4926,40.7128,-74.3979,-74.006
19.66,40,4.12,36.0453,41.8781,-83.3406,-87.6298
20.2,40,1.79,48.8151,40.7128,1.5787,-74.006
22.99,26,2.06,22.2886,34.0522,115.5409,-118.2437
19.66,40,4.12,42.5439,41.8781,-92.2479,-87.6298
19.66,40,4.12,39.7987,41.8781,-86.2087,-87.6298
19.66,40,4.12,34.013,41.8781,-83.9309,-87.6298
22.99,26,2.06,35.11,34.0522,-115.3909,-118.2437
19.66,40,4.12,31.5541,41.8781,-96.0656,-87.6298
20.2,40,1.79,43.1969,40.7128,-75.2213,-74.006
19.66,40,4.12,35.9948,41.8781,-85.632,-87.6298
19.66,40,4.12,32.5524,41.8781,-99.251,-87.6298
22.99,26,2.06,36.078,34.0522,-115.1525,-118.2437
20.2,40,1.79,-34.4769,40.7128,-55.8824,-74.006
20.2,40,1.79,50.9282,40.7128,-1.3691,-74.006
19.66,40,4.12,37.5356,41.8781,-98.6544,-87.6298
19.66,40,4.12,31.9481,41.8781,-89.2423,-87.6298
19.66,40,4.12,31.817,41.8781,-87.2645,-87.6298
19.66,40,4.12,38.5443,41.8781,-93.5943,-87.6298
22.99,26,2.06,34.0835,34.0522,-118.0354,-118.2437
20.2,40,1.79,51.0337,40.7128,-9.6941,-74.006
22.99,26,2.06,37.4649,34.0522,-117.489,-118.2437
19.66,40,4.12,37.9453,41.8781,-96.469,-87.6298
20.2,40,1.79,44.6496,40.7128,5.638,-74.006
20.2,40,1.79,42.1338,40.7128,-72.5954,-74.006
20.2,40,1.79,31.8538,40.7128,32.7377,-74.006
22.99,26,2.06,60.5503,34.0522,-153.3421,-118.2437
20.2,40,1.79,44.4705,40.7128,4.8011,-74.006
20.2,40,1.79,36.6479,40.7128,24.3407,-74.006
20.2,40,1.79,41.3406,40.7128,28.7954,-74.006
20.2,40,1.79,50.3875,40.7128,13.0944,-74.006
20.2,40,1.79,49.8539,40.7128,9.8609,-74.006
20.2,40,1.79,49.4312,40.7128,-1.6349,-74.006
20.2,40,1.79,49.9275,40.7128,9.626,-74.006
20.2,40,1.79,28.4439,40.7128,-82.2527,-74.006
19.66,40,4.12,39.7718,41.8781,-86.482,-87.6298
22.99,26,2.06,33.7475,34.0522,-115.3251,-118.2437
20.2,40,1.79,49.612,40.7128,4.2152,-74.006
19.66,40,4.12,38.7985,41.8781,-84.6026,-87.6298
20.2,40,1.79,36.6735,40.7128,-4.4898,-74.006
19.66,40,4.12,19.6997,41.8781,-97.1602,-87.6298
22.99,26,2.06,38.3794,34.0522,-122.8881,-118.2437
20.2,40,1.79,51.9372,40.7128,5.6098,-74.006
20.2,40,1.79,4.6973,40.7128,-74.1378,-74.006
19.66,40,4.12,32.4615,41.8781,-83.9159,-87.6298
20.2,40,1.79,28.5658,40.7128,77.2899,-74.006
20.2,40,1.79,43.6759,40.7128,-79.6126,-74.006
20.2,40,1.79,36.2901,40.7128,-76.9783,-74.006
19.66,40,4.12,38.1033,41.8781,-85.5103,-87.6298
20.2,40,1.79,40.7728,40.7128,-73.9993,-74.006
20.2,40,1.79,53.9572,40.7128,14.0232,-74.006
19.66,40,4.12,34.7054,41.8781,-87.9391,-87.6298
20.2,40,1.79,42.7008,40.7128,-73.8026,-74.006
20.2,40,1.79,48.923,40.7128,9.1251,-74.006
22.99,26,2.06,39.4216,34.0522,-107.006,-118.2437
20.2,40,1.79,43.6496,40.7128,-72.867,-74.006
22.99,26,2.06,38.1685,34.0522,-121.9046,-118.2437
19.66,40,4.12,27.4901,41.8781,-82.7583,-87.6298
22.99,26,2.06,37.3488,34.0522,-122.4002,-118.2437
20.2,40,1.79,53.5659,40.7128,-11.7216,-74.006
20.2,40,1.79,54.1814,40.7128,18.4621,-74.006
20.2,40,1.79,41.6034,40.7128,43.3798,-74.006
20.2,40,1.79,47.4607,40.7128,8.5543,-74.006
20.2,40,1.79,48.3355,40.7128,1.3889,-74.006
20.2,40,1.79,38.8334,40.7128,-76.5165,-74.006
20.2,40,1.79,53.359,40.7128,-5.8767,-74.006
20.2,40,1.79,42.7594,40.7128,25.333,-74.006
19.66,40,4.12,37.8397,41.8781,-84.7163,-87.6298
20.2,40,1.79,44.0235,40.7128,-73.7858,-74.006
20.2,40,1.79,47.5002,40.7128,-2.5118,-74.006
19.66,40,4.12,37.1251,41.8781,-83.0464,-87.6298
22.99,26,2.06,50.0451,34.0522,-110.6236,-118.2437
22.99,26,2.06,36.1762,34.0522,-115.2088,-118.2437
19.66,40,4.12,34.7563,41.8781,-89.2316,-87.6298
20.2,40,1.79,40.3867,40.7128,29.4297,-74.006
